"LB","DP","ASTV","Min","Max","Median","AC","FM","UC","DL","MSTV","MLTV","Width","Nmax","Variance","CLASS"
149,0,51,71,170,154,0.002,0,0.003,0,0.582113046930098,6.67600965878241,18.9511636449025,1.96855537715466,1.95310751860423,"REM"
148,0,57,115,163,153,0,0,0.003,0,0.365624027218379,4.39996028258801,12.5142514054816,2.24392467524275,0.678714936776588,"CalmSleep"
148,0,55,115,161,153,0,0,0.004,0,0.41704266289208,4.63110812808342,12.2065657636991,2.24392467524275,0.678714936776588,"CalmSleep"
125,0,31,114,199,132,0.004,0,0.006,0,0.676172945993905,4.88132100208752,17.3859089354641,1.64768074498288,2.14836763443472,"REM"
123,0,39,113,141,127,0.001,0,0.006,0,0.506552935040831,4.19017715321892,9.08507989322865,1.25880704710203,0.678714936776588,"CalmSleep"
123,0,34,116,147,128,0.007,0,0.006,0,0.545843904020554,2.11626830528249,9.65989801318036,0.754786588599786,1.3293639188494,"REM"
123,0,33,116,149,128,0.007,0,0.006,0,0.545843904020554,2.16297421785983,10.0287204581501,1.25880704710203,1.3293639188494,"REM"
123,0,35,116,149,127,0.005,0,0.007,0,0.545843904020554,2.06899645741897,10.0287204581501,0.754786588599786,1.3293639188494,"REM"
122,0,32,83,148,126,0.005,0,0.006,0,0.615727205111366,4.03558765369711,14.9170940315553,1.25880704710203,1.53304664305606,"REM"
134,0,67,54,192,137,0.002,0.004,0.002,0,0.7291225311446,8.05106589072872,22.8235014334388,1.25880704710203,1.95310751860423,"REM"
116,0,46,91,135,122,0.001,0,0.003,0,0.463798373568717,3.04002601718262,11.8924811395077,1.96855537715466,0.678714936776588,"CalmSleep"
116,0,43,56,128,121,0,0,0.004,0.001,0.506552935040831,3.07781110512055,15.8177497215888,2.48643211612953,1.3293639188494,"CalmSleep"
119,0,30,77,166,123,0.002,0,0.003,0,0.676172945993905,4.96260524562071,17.8449526803777,1.64768074498288,1.3293639188494,"CalmSleep"
119,0,30,69,198,135,0.008,0,0.005,0.001,0.797510487137156,4.51662263650044,21.982143256713,3.08353966837914,2.77883419821072,"REM"
119,0,26,88,144,125,0.003,0,0.008,0.003,0.7291225311446,5.60428130218983,13.6881542462573,1.64768074498288,2.05650345018984,"CalmSleep"
121,0,33,59,198,140,0.011,0,0.003,0,0.817883104023266,3.40533870757234,22.9153380576644,3.40929484318465,2.69544129117841,"REM"
138,0,45,81,180,159,0,0,0.004,0,0.582113046930098,5.14845465012425,18.9511636449025,2.90175226003759,2.05650345018984,"Shiftpattern"
144,0,49,140,184,162,0.002,0,0.003,0,0.463798373568717,4.45857116503971,11.8924811395077,1.64768074498288,1.53304664305606,"Shiftpattern"
150,0,56,148,167,158,0,0,0.006,0,0.365624027218379,3.87667824235994,7.16065485802801,1.25880704710203,1.3293639188494,"Shiftpattern"
150,0,57,147,167,159,0,0,0.005,0,0.365624027218379,3.811822882025,7.39279329623909,1.64768074498288,1.95310751860423,"Shiftpattern"
145,0,49,140,167,158,0,0,0.002,0,0.41704266289208,4.96260524562071,8.88713600276366,0,1.3293639188494,"Shiftpattern"
145,0,49,145,171,158,0.003,0,0.002,0,0.41704266289208,3.57852467857079,8.68574316608553,0.754786588599786,1.53304664305606,"REM"
120,0,53,56,133,123,0,0.013,0,0.001,0.463798373568717,5.12222020546024,16.4357189016045,2.48643211612953,1.3293639188494,"CalmSleep"
120,0,56,103,133,122,0,0.016,0,0,0.365624027218379,4.06684005609507,9.47130662626444,1.25880704710203,0.678714936776588,"CalmSleep"
120,0,57,112,133,124,0,0.015,0,0,0.41704266289208,4.37044006063835,7.61964520887079,0,0.678714936776588,"CalmSleep"
120,0,56,115,133,123,0,0.01,0,0,0.365624027218379,3.77910562203661,6.92283264934613,0,0.678714936776588,"CalmSleep"
124,0,46,90,142,131,0.005,0.015,0.002,0,0.506552935040831,3.74619075833111,13.1119242458725,1.96855537715466,1.06265159559084,"REM"
124,0,59,111,136,130,0,0.007,0,0,0.41704266289208,3.77910562203661,8.48071008390875,0,0,"CalmSleep"
125,0,51,125,141,134,0.003,0.01,0,0,0.41704266289208,2.80670600535176,6.42827431423103,0.754786588599786,0,"CalmSleep"
125,0,47,68,143,133,0.005,0.021,0,0,0.506552935040831,3.26243645107758,16.1908986356221,1.64768074498288,1.06265159559084,"REM"
127,0,61,62,145,132,0.002,0.006,0.001,0,0.365624027218379,4.68757086165064,17.1525156565278,1.96855537715466,1.53304664305606,"REM"
127,0,63,62,151,130,0,0.005,0,0,0.365624027218379,4.88132100208752,17.8449526803777,1.96855537715466,0.678714936776588,"Suspect"
127,0,61,62,151,131,0,0.005,0,0,0.41704266289208,4.93562296928942,17.8449526803777,1.96855537715466,1.06265159559084,"Suspect"
129,0,52,68,148,134,0.003,0.016,0,0,0.463798373568717,4.93562296928942,16.7973273550474,3.25203448455613,1.3293639188494,"REM"
129,0,47,52,156,134,0.002,0.013,0,0,0.545843904020554,6.34987427471754,19.4841768549111,2.48643211612953,1.53304664305606,"CalmVig"
129,0,56,120,143,134,0,0.019,0,0,0.365624027218379,3.71307475137587,8.05886310553832,1.64768074498288,0.678714936776588,"CalmSleep"
127,0,48,64,148,134,0.006,0.004,0,0,0.615727205111366,5.79780128383276,17.2695442301888,1.25880704710203,2.30594789483639,"REM"
127,0,47,64,147,132,0.006,0.003,0,0,0.615727205111366,5.22655088837298,17.1525156565278,1.25880704710203,1.95310751860423,"REM"
121,0,56,62,139,129,0.003,0.006,0,0,0.41704266289208,4.65940305814935,16.4357189016045,1.64768074498288,1.3293639188494,"REM"
121,0,52,117,138,128,0.003,0.008,0,0,0.41704266289208,3.90882292715861,7.61964520887079,0,1.06265159559084,"CalmSleep"
121,0,58,117,139,129,0.005,0.003,0,0,0.365624027218379,3.71307475137587,7.84156344209358,0,1.3293639188494,"REM"
125,0,67,115,129,126,0,0.005,0.001,0,0.24527655760701,2.80670600535176,5.90468058969868,0.754786588599786,0,"Suspect"
125,0,68,120,128,126,0,0.009,0,0,0.24527655760701,2.20913360679424,4.08645050087182,0,0,"Flatsinusoidal"
125,0,66,109,131,122,0,0.004,0.002,0,0.308717012429313,3.47530982572139,7.84156344209358,0.754786588599786,0.678714936776588,"Suspect"
123,0,67,50,160,125,0,0,0.001,0,0.41704266289208,5.22655088837298,20.1078429323995,2.70395279133982,1.06265159559084,"Suspect"
151,0,56,141,178,160,0.006,0.007,0.002,0,0.365624027218379,2.34451103115532,10.7361575882412,1.64768074498288,1.53304664305606,"REM"
151,0,64,141,168,158,0.002,0.004,0,0,0.308717012429313,2.68543048818885,8.88713600276366,1.25880704710203,0.678714936776588,"Suspect"
130,0,53,114,133,122,0,0,0,0,0.41704266289208,2.84641854794327,7.16065485802801,1.25880704710203,1.3293639188494,"CalmSleep"
130,0,51,114,144,126,0,0.009,0.002,0,0.41704266289208,4.25087804802188,9.47130662626444,1.64768074498288,2.05650345018984,"CalmSleep"
127,0,14,67,191,130,0.007,0,0.007,0.005,1.02281741117741,3.3343945040237,21.5025266815296,2.90175226003759,3.41488441556093,"AD"
127,0,12,58,188,129,0.006,0,0.008,0.005,1.033532361638,3.115300874464,22.0769897058002,2.90175226003759,3.34263986968269,"AD"
127,0,13,53,191,131,0.012,0,0.008,0.004,1.07294784753739,1.02498468989347,22.8235014334388,3.55691906923805,3.34263986968269,"AD"
127,0,22,107,198,134,0,0,0.005,0,0.7291225311446,5.14845465012425,18.0707734161532,2.24392467524275,1.3293639188494,"CalmSleep"
127,0,24,107,198,138,0,0,0.006,0,0.776001472334851,6.00957734416285,18.0707734161532,3.08353966837914,1.95310751860423,"CalmVig"
124,0,46,63,155,134,0.008,0,0.004,0,0.582113046930098,4.31095962928414,18.1827934705675,2.48643211612953,1.95310751860423,"REM"
124,0,45,60,151,134,0.006,0,0.006,0,0.545843904020554,4.28099509659974,18.0707734161532,2.24392467524275,1.69742417905871,"REM"
126,0,48,118,155,135,0.007,0,0.003,0,0.463798373568717,3.36999072419736,10.7361575882412,1.25880704710203,1.83498594137563,"REM"
126,0,49,63,153,134,0.005,0,0.003,0,0.463798373568717,4.42933663874628,17.9581630360431,1.25880704710203,1.53304664305606,"REM"
124,0,34,106,148,130,0.01,0,0.007,0.001,0.582113046930098,2.02113809142334,11.5715707708361,0.754786588599786,1.95310751860423,"REM"
124,0,34,110,149,131,0.013,0,0.006,0,0.582113046930098,0.752263069651145,11.0763485198988,1.64768074498288,1.69742417905871,"REM"
123,0,41,58,145,127,0.002,0,0.001,0,0.615727205111366,5.43054837829206,17.6166920973722,3.40929484318465,1.53304664305606,"REM"
123,0,44,59,141,128,0,0,0,0,0.506552935040831,3.3343945040237,17.03481145542,1.96855537715466,0,"CalmSleep"
123,0,37,66,145,127,0.003,0,0.002,0,0.545843904020554,5.27812039488408,16.6775221121405,1.25880704710203,1.53304664305606,"REM"
123,0,50,116,137,127,0,0,0.003,0,0.365624027218379,3.77910562203661,7.61964520887079,0.754786588599786,0.678714936776588,"CalmSleep"
120,0,50,53,171,127,0.004,0,0.009,0.002,0.753246935003227,3.94078318468147,20.9145680013875,2.70395279133982,2.49644349475125,"REM"
120,0,56,55,185,130,0.005,0,0.01,0,0.545843904020554,4.12883785232048,22.0769897058002,3.25203448455613,2.05650345018984,"REM"
128,0,44,112,170,137,0.007,0.003,0.003,0,0.615727205111366,3.77910562203661,13.9689300278624,2.48643211612953,1.69742417905871,"REM"
143,0,74,131,154,151,0,0.002,0,0,0.24527655760701,2.80670600535176,8.05886310553832,1.64768074498288,0,"Suspect"
144,0,61,125,164,144,0,0.007,0,0,0.365624027218379,4.37044006063835,11.0763485198988,1.64768074498288,0.678714936776588,"Suspect"
144,0,58,125,164,144,0,0.009,0,0,0.41704266289208,4.15958853491246,11.0763485198988,1.64768074498288,0.678714936776588,"CalmSleep"
144,0,75,144,154,152,0,0.002,0,0,0.24527655760701,2.43234088257528,4.74412713878216,1.25880704710203,0,"Suspect"
142,0,61,71,150,144,0,0.006,0,0,0.463798373568717,5.12222020546024,16.6775221121405,3.55691906923805,1.3293639188494,"Suspect"
142,0,51,56,175,143,0,0.013,0,0,0.646993864251809,6.86557140473084,21.0135401515728,3.55691906923805,1.69742417905871,"CalmSleep"
142,0,57,56,156,144,0,0.005,0,0,0.506552935040831,5.70168790602707,19.0587795314889,3.25203448455613,1.3293639188494,"CalmSleep"
148,0,70,139,153,150,0,0.019,0,0,0.24527655760701,2.34451103115532,5.90468058969868,0.754786588599786,0,"Flatsinusoidal"
144,0,71,133,152,146,0,0.02,0,0,0.24527655760701,3.50994248561791,7.16065485802801,0.754786588599786,0,"Suspect"
145,0,75,131,185,146,0,0.018,0,0,0.24527655760701,3.84434597569045,13.4025728702081,1.64768074498288,0,"Suspect"
145,0,77,129,150,147,0,0.02,0,0,0.173956811562343,3.15250199016865,7.61964520887079,0.754786588599786,0,"Suspect"
141,0,71,69,147,144,0,0.007,0,0,0.308717012429313,4.74353169237346,16.5569905218643,1.25880704710203,1.06265159559084,"Suspect"
146,0,69,117,159,152,0,0.006,0,0,0.365624027218379,4.79900347699758,11.5715707708361,2.48643211612953,1.3293639188494,"Suspect"
146,0,76,135,153,151,0,0.004,0,0,0.24527655760701,2.60270126392651,6.92283264934613,1.25880704710203,0,"Suspect"
146,0,72,120,155,148,0,0.014,0,0,0.24527655760701,3.54434597358265,10.3871927938705,1.96855537715466,0,"Suspect"
146,0,68,136,156,148,0,0.021,0,0,0.24527655760701,3.64622461291257,7.39279329623909,0.754786588599786,0.678714936776588,"Suspect"
144,0,74,131,156,151,0,0.022,0,0,0.24527655760701,3.36999072419736,8.48071008390875,1.96855537715466,0,"Suspect"
150,0,79,147,152,151,0,0.024,0,0,0.173956811562343,1.87381828157584,2.94855120965706,0.754786588599786,0,"Flatsinusoidal"
150,0,71,139,156,152,0,0.028,0,0,0.308717012429313,3.87667824235994,6.67887676920236,0,0,"Flatsinusoidal"
150,0,73,128,154,151,0,0.016,0,0,0.24527655760701,3.6797539552087,8.68574316608553,1.64768074498288,0,"Suspect"
135,0,56,67,156,142,0,0.001,0,0,0.582113046930098,6.14751197836011,17.8449526803777,2.90175226003759,1.83498594137563,"Shiftpattern"
135,0,62,71,168,144,0,0,0,0,0.365624027218379,3.54434597358265,18.734359129132,1.64768074498288,0.678714936776588,"Flatsinusoidal"
135,0,54,66,198,146,0.002,0.015,0,0,0.582113046930098,6.2155557236291,22.2656381743477,3.25203448455613,2.37457768756112,"Shiftpattern"
144,0,76,71,152,146,0,0.019,0,0,0.308717012429313,4.68757086165064,16.9164195148974,1.64768074498288,1.06265159559084,"Suspect"
144,0,75,136,152,147,0,0.024,0,0,0.24527655760701,2.51836957328057,6.42827431423103,1.25880704710203,0,"Suspect"
146,0,77,137,149,143,0,0.006,0,0,0.173956811562343,2.68543048818885,5.34608424975544,0.754786588599786,0,"Suspect"
146,0,77,137,149,145,0,0.009,0,0,0.24527655760701,2.76664335208407,5.34608424975544,0,0,"Suspect"
144,0,76,71,152,146,0,0.019,0,0,0.308717012429313,4.68757086165064,16.9164195148974,1.64768074498288,1.06265159559084,"Suspect"
144,0,79,71,151,146,0,0.011,0,0,0.24527655760701,3.87667824235994,16.7973273550474,1.25880704710203,0.678714936776588,"Flatsinusoidal"
146,0,81,137,150,146,0,0.003,0,0,0.173956811562343,2.38865802530521,5.63021031160157,0.754786588599786,0.678714936776588,"Flatsinusoidal"
137,0,64,68,153,143,0,0.016,0,0,0.365624027218379,4.77132793326134,17.3859089354641,1.25880704710203,1.3293639188494,"Suspect"
137,0,64,131,153,145,0,0.019,0,0,0.308717012429313,4.09792256261563,7.84156344209358,0.754786588599786,0.678714936776588,"Suspect"
133,0,73,131,139,135,0,0,0,0,0.173956811562343,2.11626830528249,4.08645050087182,0.754786588599786,0,"Flatsinusoidal"
133,0,73,131,139,135,0,0,0,0,0.24527655760701,2.25476480358617,4.08645050087182,0.754786588599786,0,"Flatsinusoidal"
139,0,75,66,145,141,0,0.005,0,0,0.308717012429313,4.28099509659974,16.6775221121405,2.48643211612953,1.06265159559084,"Suspect"
141,0,78,133,146,143,0,0.01,0.001,0,0.173956811562343,2.72622138392827,5.63021031160157,0.754786588599786,0,"Suspect"
141,0,75,136,145,143,0,0.008,0,0,0.24527655760701,2.68543048818885,4.42325409707812,0.754786588599786,0,"Suspect"
140,0,77,136,144,142,0,0.019,0,0,0.173956811562343,2.29988514175698,4.08645050087182,0.754786588599786,0,"Flatsinusoidal"
140,0,78,136,144,141,0,0.022,0,0,0.173956811562343,2.16297421785983,4.08645050087182,0.754786588599786,0,"Flatsinusoidal"
140,0,69,129,151,142,0,0.002,0,0,0.24527655760701,4.00416260439828,7.84156344209358,1.25880704710203,0.678714936776588,"Suspect"
130,0,46,60,155,135,0.002,0.009,0,0,0.646993864251809,6.10181143437239,18.5154043791648,2.90175226003759,2.05650345018984,"CalmSleep"
135,0,67,116,144,137,0,0.013,0.002,0,0.24527655760701,3.04002601718262,9.08507989322865,1.96855537715466,0,"Suspect"
135,0,70,132,141,137,0,0.016,0.002,0,0.24527655760701,2.20913360679424,4.42325409707812,0.754786588599786,0,"Flatsinusoidal"
135,0,63,133,141,137,0,0.019,0.002,0,0.308717012429313,2.43234088257528,4.08645050087182,0.754786588599786,0,"Suspect"
138,0,68,128,150,144,0,0.002,0,0,0.24527655760701,3.64622461291257,7.84156344209358,0.754786588599786,0.678714936776588,"Suspect"
138,0,55,103,151,143,0,0.009,0.002,0.002,0.463798373568717,4.31095962928414,12.5142514054816,1.96855537715466,1.69742417905871,"CalmSleep"
138,0,60,103,159,145,0,0.012,0.002,0.002,0.365624027218379,3.50994248561791,13.6881542462573,1.96855537715466,2.14836763443472,"Suspect"
138,0,66,117,150,144,0,0.001,0,0.001,0.308717012429313,3.50994248561791,10.0287204581501,1.25880704710203,1.06265159559084,"Suspect"
141,0,53,57,180,154,0.005,0.023,0.002,0.001,0.582113046930098,2.92482821687149,21.4054968572858,3.69617524105832,2.23096241784,"Shiftpattern"
141,0,56,121,172,152,0.001,0.02,0.001,0.001,0.365624027218379,3.71307475137587,12.9646112671872,1.96855537715466,1.95310751860423,"Shiftpattern"
129,0,41,65,200,142,0.009,0.035,0.003,0,0.615727205111366,1.92357299916385,22.5460575233188,1.96855537715466,3.63648589885623,"ActVig"
131,0,44,125,190,140,0.006,0.03,0,0,0.506552935040831,2.68543048818885,14.9170940315553,0.754786588599786,3.28349090780196,"REM"
133,0,48,125,153,137,0.005,0.005,0,0,0.463798373568717,3.3343945040237,9.08507989322865,0.754786588599786,1.06265159559084,"CalmSleep"
129,0,36,61,195,147,0.009,0.048,0.003,0.001,0.7291225311446,6.48193105901615,22.452919842147,3.40929484318465,4.35627575510974,"ActVig"
129,0,37,93,195,153,0.011,0.03,0.003,0,0.646993864251809,4.09792256261563,19.2724767885261,2.90175226003759,4.25644457884931,"ActVig"
143,0,59,120,157,147,0,0,0.001,0,0.365624027218379,4.45857116503971,10.7361575882412,2.24392467524275,1.06265159559084,"CalmSleep"
148,0,65,141,162,157,0,0,0,0,0.308717012429313,3.47530982572139,7.61964520887079,0.754786588599786,0.678714936776588,"Suspect"
148,0,65,145,162,157,0,0,0,0,0.308717012429313,3.40533870757234,6.67887676920236,0,0,"Suspect"
150,0,47,52,197,157,0.002,0,0,0.003,0.703485858950588,5.09588263877198,23.4598226428826,2.90175226003759,2.43782125694144,"DE"
150,0,47,61,197,157,0,0,0,0.003,0.615727205111366,3.61248285184009,22.6388646440841,2.24392467524275,2.05650345018984,"CalmSleep"
151,0,47,154,162,160,0,0,0,0,0.463798373568717,2.38865802530521,4.08645050087182,0,0,"Flatsinusoidal"
150,0,70,51,200,155,0,0,0,0.005,0.703485858950588,2.60270126392651,23.8168190230909,3.25203448455613,3.55563069460715,"DE"
150,0,76,146,157,155,0,0,0,0,0.24527655760701,3.00193868646187,5.05117756416862,0.754786588599786,0,"Suspect"
150,0,76,123,158,155,0,0,0,0.001,0.173956811562343,2.92482821687149,10.3871927938705,0.754786588599786,0.678714936776588,"Suspect"
147,0,60,144,154,150,0,0,0,0,0.308717012429313,3.04002601718262,4.74412713878216,0,0,"Suspect"
147,0,63,74,154,149,0,0,0,0,0.308717012429313,3.94078318468147,16.7973273550474,0.754786588599786,0.678714936776588,"CalmSleep"
